utterance_id,audio_path,sentence,ethnicity,gender,age,first_language,dataset,accent,speaker_id
fs_6ced486b11f97bda563d87a157650e79,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/6ced486b11f97bda563d87a157650e79.wav,reply to nicole she has been watching teletubbies a lot lately so i think maybe we're safe to go with that what do you think question mark send,Hispanic,male,23 - 30,English,fairspeech,,
fs_9755afd2f7e5b11fa1dc679b1bb80109,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9755afd2f7e5b11fa1dc679b1bb80109.wav,i love you so much i wish i had met you earlier and i wish i spent a lot of time with you,Black/AA,male,31 - 45,English,fairspeech,,
fs_419f75967dffcbfcd3794b447f0c1c23,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/419f75967dffcbfcd3794b447f0c1c23.wav,search for workout playlist,Hispanic,male,31 - 45,Spanish,fairspeech,,
cv_common_voice_en_18520291,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18520291.mp3,Where were you?,,male_masculine,twenties,,commonvoice,us,e910d97c2553059218bf6840172891d367db2881f268dac95ff2a7f963355451d6fdbdf3ac357a51d3dd33c30bb5b9cd0b9944ab45a57ba18cd36533af2734c3
fs_d8bf9565f048d32b9d188173a48d64b3,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/d8bf9565f048d32b9d188173a48d64b3.wav,hey facebook turn up volume a bit,White,female,46 - 65,English,fairspeech,,
fs_d1bf18ddf1a682c18a9d053b70d3e4f7,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/d1bf18ddf1a682c18a9d053b70d3e4f7.wav,hey facebook check the battery usage for me,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18540905,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18540905.mp3,She seemed to respect him and even to wish to conciliate him.,,male_masculine,twenties,,commonvoice,,244be08d9659a7b249cda11d300c34ba1d6e32f687cc1211589b1298870c3507831462f5fb7042543621db635fcf2fb61d3255e495861ff41aad99ba364b6ce5
fs_46d284caaa58e5ef9079ccc7653fce9f,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/46d284caaa58e5ef9079ccc7653fce9f.wav,hey facebook what's the usage of my battery,Native American,female,23 - 30,English,fairspeech,,
fs_30eeb123e1ecedb0e111bd8d033c3a92,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/30eeb123e1ecedb0e111bd8d033c3a92.wav,i'm here,Native American,female,31 - 45,English,fairspeech,,
fs_db7ec588fc9ef95df45956bbb62ec08e,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/db7ec588fc9ef95df45956bbb62ec08e.wav,add this to my playlist,Pacific Islander,female,31 - 45,English,fairspeech,,
fs_21311e089e5714a067b3061811e4c916,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/21311e089e5714a067b3061811e4c916.wav,hey facebook ignore this call,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18556342,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18556342.mp3,It took the best part of an hour.,,,,,commonvoice,,20a5e3e3a09779087a94921b7ad98a5d581f5289fc8a32a0259bef54b3e0cb24cebd75a1fae26fff94e09b0fd27ea093ffd1453cbe496f21e381a506709b2573
fs_79dcefd7ee268e40661f7e46a1a04fe6,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/79dcefd7ee268e40661f7e46a1a04fe6.wav,send message to brother that i'm just now leaving the office,Native American,female,31 - 45,English,fairspeech,,
fs_df7a621c6b01556cbce0d5f4b8a62c84,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/df7a621c6b01556cbce0d5f4b8a62c84.wav,reply to i couldn't find it,White,female,31 - 45,English,fairspeech,,
fs_5065d49b0142e0bfdabb2b1c61cc002c,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/5065d49b0142e0bfdabb2b1c61cc002c.wav,hey facebook unmute my smartwatch,Black/AA,male,31 - 45,English,fairspeech,,
fs_8d760030e9afc7abdfb83f22f517dd04,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/8d760030e9afc7abdfb83f22f517dd04.wav,send confirmation to mary that i am picking them up at the grocery store kroger's at six o'clock to wrap up the conversation,White,male,46 - 65,English,fairspeech,,
cv_common_voice_en_116777,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_116777.mp3,A group of young people stand and eat off of paper plates.,,male_masculine,twenties,,commonvoice,canada,25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab
fs_da50569c56406970a5678f2452d42ce5,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/da50569c56406970a5678f2452d42ce5.wav,hey facebook please pause the music that i'm playing for approximately three minutes,White,male,46 - 65,English,fairspeech,,
cv_common_voice_en_18526031,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18526031.mp3,We can avoid the deterioration of health by looking after our bodies.,,male_masculine,thirties,,commonvoice,us,b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1
cv_common_voice_en_18634952,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18634952.mp3,"He did, but — well, let us talk of some one else.",,female_feminine,teens,,commonvoice,,d7ad9c724171aad1e5e32b3e21bd83967b9b2aa32068cd28af598c23a4f90edc8872ca822b6ccb011767ed3db682b3cd471828b8685d086c0fccd93729b299b4
cv_common_voice_en_18402013,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18402013.mp3,The cheers that greeted this were the loudest yet.,,male_masculine,twenties,,commonvoice,us,8afe446f698f1e6d87ef897c3ddbae76ac3a0c870307909be81cea0aa792bf78fc3c8b7021c8b3bd791de96c6eb061f6d809c4d11145e001e997da3313043c65
fs_4c56c38aad6f7c2708e19efa7ad804a6,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/4c56c38aad6f7c2708e19efa7ad804a6.wav,hey facebook can you read me the latest message that got sent to the concert group chat on messenger please,White,male,18 - 22,English,fairspeech,,
cv_common_voice_en_18274613,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18274613.mp3,"No, Aliens won't take over.",,,,,commonvoice,,8c01921f3f7da6b0e93b09b84dfe215e266c5c7e44656b30cc7bfed28076d598980698a75ae4f8fac1e3c555be0e8e4ef48f76fefe2ea8eb140880313495fc61
fs_facfd5ddd462b8813804ccdfe7fa5c2e,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/facfd5ddd462b8813804ccdfe7fa5c2e.wav,unmute my smartwatch,White,male,46 - 65,English,fairspeech,,
fs_b3b78c3a19e5e074b6683aff337f46d6,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/b3b78c3a19e5e074b6683aff337f46d6.wav,send a message to john to ask him what he's bringing to the surprise party,Asian,female,31 - 45,English,fairspeech,,
fs_21782b80309e7eb6b64e98bb186c3dd0,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/21782b80309e7eb6b64e98bb186c3dd0.wav,hey facebook add my contact to this call,Native American,female,31 - 45,English,fairspeech,,
cv_common_voice_en_18561814,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18561814.mp3,She is the pivot it all turns on.,,male_masculine,thirties,,commonvoice,us,381be909ff316356e4ae92d1902dff7c932f66f0c864fde9c7c21e7697759adbb52e924b4a10941546d8fbb2a7659fb795db90e6ad52681b236c76507df6d4d9
fs_7d6387dd24f4ed60f74b0ccf019c72d9,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/7d6387dd24f4ed60f74b0ccf019c72d9.wav,tell larry it still hasn't snowed here yet,White,male,46 - 65,English,fairspeech,,
cv_common_voice_en_18534983,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18534983.mp3,"So you think he might be hard upon me, eh?",,male_masculine,twenties,,commonvoice,indian,b2cb2fc160878fa3e568591674ebe0d58e7a9cbece9f6150f5745f27e8ba4533da5238cf6de490b6fdbb4ac317dabb7e2e91a9764e9788fda2a04107837b5f62
fs_5d59cad84a798fbdbb8761bc1c5f3dfe,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/5d59cad84a798fbdbb8761bc1c5f3dfe.wav,play songs by willie nelson,White,female,46 - 65,English,fairspeech,,
fs_2bad2b23af43ef4ab1f17ffcdb0fa1c1,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/2bad2b23af43ef4ab1f17ffcdb0fa1c1.wav,hey facebook add this song to my favorite playlist,Black/AA,male,46 - 65,English,fairspeech,,
fs_b08f28384127498ada9bad01175d2747,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/b08f28384127498ada9bad01175d2747.wav,hey facebook hello i am here and using whatsapp i am available for calls,Black/AA,male,46 - 65,English,fairspeech,,
cv_common_voice_en_165403,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_165403.mp3,Someone is on a black and white motorcycle and putting their feet on the seat.,,,,,commonvoice,,ee90f691a2c08faebabff93049be496cffc800c5cfa71fa2f1ab836096cec200ebd75e9e8ea1bba5a8167c818ca74adb322a742a8c0d9e854a7816c9af8acbc2
fs_72c429e3f4a0a86282f8bedf8292b77c,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/72c429e3f4a0a86282f8bedf8292b77c.wav,hey i can't come to your event so sorry i'll talk to you later,White,female,31 - 45,English,fairspeech,,
fs_cfd41d59ee6d6a64b6016f3bf6db793b,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/cfd41d59ee6d6a64b6016f3bf6db793b.wav,hey facebook read the message i just received,Asian,female,23 - 30,English,fairspeech,,
cv_common_voice_en_18520276,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18520276.mp3,She said with chattering teeth.,,male_masculine,twenties,,commonvoice,us,e910d97c2553059218bf6840172891d367db2881f268dac95ff2a7f963355451d6fdbdf3ac357a51d3dd33c30bb5b9cd0b9944ab45a57ba18cd36533af2734c3
cv_common_voice_en_162784,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_162784.mp3,Little kid on a man s shoulders and another man holding a blue backpack in front of a canyon,,male_masculine,seventies,,commonvoice,us,f148bbf4cd30561010300193263d00b4b009118933da4c5cc7c8cb166f24e9a1cd232f8073c7574055f8dbb373fb0d69b28b5f5e9659d011feff4345e160044f
cv_common_voice_en_18615093,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18615093.mp3,"Good-bye, replied the princess.",,male_masculine,teens,,commonvoice,us,f1eb76a5e7dd1c7ffeb45215e3da870ce38ba0e337f76fdb6539d48ed4c31b2e00766c845ea2aeacb99e5281cc9fe27485ae2c87f1ebed00b74d9b86e25101b6
fs_ed5324768afba279bdce7ac0d7bb05ba,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/ed5324768afba279bdce7ac0d7bb05ba.wav,hey facebook can you like that hey facebook can you like the song playing hey facebook will you unlike that song hey facebook unlike the song that's playing right now hey facebook unlike this song hey facebook can you save this audio hey facebook can you save this song to my playlist please,Middle Eastern,male,31 - 45,English,fairspeech,,
fs_3291be734737674081f4e524c849a578,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/3291be734737674081f4e524c849a578.wav,hey facebook call robert smith,Hispanic,female,23 - 30,English,fairspeech,,
fs_fa9eb38f0971f32382bd62916ca01036,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/fa9eb38f0971f32382bd62916ca01036.wav,hey facebook mute notifications for announcements,Native American,female,31 - 45,English,fairspeech,,
cv_common_voice_en_11423,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_11423.mp3,How are you doing today?,,,,,commonvoice,,5db6ae59fccd619fe612f368db08f823922a4937eefed95433aeb31f14925e7e4dc2b39ae58d0941718dfe9e6e82076673fb0be3b28140d517a7cdbd171e233e
fs_7cd83109da20539c526ed08a22bf8074,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/7cd83109da20539c526ed08a22bf8074.wav,text my husband saying i'm already at home putting away the groceries and after two long hours trying to talk to his mom she just confirmed to come to have dinner with us,White,female,31 - 45,Portuguese,fairspeech,,
fs_c611ef92c1a8f8c0a13e83ab52a5eb2e,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/c611ef92c1a8f8c0a13e83ab52a5eb2e.wav,hey facebook play music,Asian,female,23 - 30,English,fairspeech,,
cv_common_voice_en_18557529,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18557529.mp3,You have been strangely importunate.,,male_masculine,twenties,,commonvoice,us,c12b6d13ce398984367fe8e5c7e49e0984106f5fb061945bfeecf4327f7be6533255390faa0a4b73724fd7cdbee16621a2f4525fe93af895b378b64937470214
fs_51840e9b2a89f718e87869470bbcc49a,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/51840e9b2a89f718e87869470bbcc49a.wav,i'll soon be there,Black/AA,male,31 - 45,English,fairspeech,,
fs_eb9fcc24ccdf8df0a9f45b85db4626b8,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/eb9fcc24ccdf8df0a9f45b85db4626b8.wav,hello friends i am in the session right now i don't  know it is i really need some font,Black/AA,male,31 - 45,English,fairspeech,,
fs_5bfda822e0e830430a93698485f7dbd7,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/5bfda822e0e830430a93698485f7dbd7.wav,like foodies facebook post,Asian,female,31 - 45,Other,fairspeech,,
cv_common_voice_en_18319644,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18319644.mp3,It was this proposition that started the big idea in Daughtry's mind.,,male_masculine,twenties,,commonvoice,england,79ac6335e90ef6ebb85ae3b89d1de9ca5b9e47cc6a230ec4410a7497cf16578aafa592b50a27650d47ee119656747299023cf36a4dd799a6955cf69b411572be
cv_common_voice_en_18606957,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18606957.mp3,Fewer people are subscribing to our channel.,,male_masculine,fifties,,commonvoice,,0feb9485d2bebbd308c68f8618b70d780d750208d04afd768400a369f2d239c0f0f5c32d6face1cebf2e1bb2dc073b60c83cf0d44f67048351fdfd2eb1914ae6
cv_common_voice_en_18618492,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18618492.mp3,He was no more than one of the instruments.,,male_masculine,thirties,,commonvoice,canada,085da0d2d420d3b0b54e6217dfee4ab92d8c8d412a2a3c26022043c30e8d003ff898852fdb84650f252e0584105840736e58fd5e82ba27b9161397c409a706a5
cv_common_voice_en_18608820,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18608820.mp3,But you had isolated the house in Geneva.,,male_masculine,,,commonvoice,australia,fc2591bf6268fc853f1e782a156d49b6408449eef9588d6d68ca746f3e9b1251f914fe35e51b5458daf5850121d08066cfd0d0d2ca859abc90c6be150824ce43
fs_ac712fdd0c5a5ae3d3a8890e4a1f82b4,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/ac712fdd0c5a5ae3d3a8890e4a1f82b4.wav,hey facebook pause music hey facebook pause hey facebook stop hey facebook stop playing music,Native American,female,31 - 45,English,fairspeech,,
cv_common_voice_en_18328291,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18328291.mp3,Matt always hated the staff meeting he was forced to attend every Wednesday,,,,,commonvoice,,7e4de9eb0b1c35475892452c33570efc7015adf605ca802cc8a02a2e247acb4de161d9430d643e3aeb4ec8d083158d7d72c0f914097a2264aebd789a4f2028d6
cv_common_voice_en_18497496,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18497496.mp3,"Oh, some time last summer.",,,,,commonvoice,,48cc085987a05af9d352e3c6ac37521bc2ad30eef9d37e53a0f8dc442f9c9e3a3f40644cba5bb42c8f31142cede1d8f9de6162146d3166d9acf94c98b6828d94
fs_399b251827f2cdadf4252fef475d7e69,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/399b251827f2cdadf4252fef475d7e69.wav,respond to,White,female,31 - 45,English,fairspeech,,
fs_f0911862b3eae3d2ec49c703625b51ff,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/f0911862b3eae3d2ec49c703625b51ff.wav,hey facebook,Native American,female,31 - 45,English,fairspeech,,
fs_e7b8a07e095449f527812d9d1edf9086,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/e7b8a07e095449f527812d9d1edf9086.wav,hey facebook phone meeting with angeli ishmael and mike gordon,Hispanic,female,31 - 45,Spanish,fairspeech,,
fs_c2aef6f4dee13a31152ca00ebcb7b547,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/c2aef6f4dee13a31152ca00ebcb7b547.wav,hey facebook start a video call with the friends group,Middle Eastern,male,23 - 30,English,fairspeech,,
cv_common_voice_en_18607202,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18607202.mp3,From these agreeable reflections he was shaken.,,male_masculine,twenties,,commonvoice,england,4378de3583ab69f9092a8b587fc4889ecdfd8b5592cd717a7daf0c84da008dce84fe49c7ed4979f7d0be0e3bd015e31d59992723fa714cb43dcdf2664f15d276
cv_common_voice_en_18631953,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18631953.mp3,"She started forward, and Adele spoke sternly from the seat opposite.",,male_masculine,twenties,,commonvoice,,86d583c61907752d30419a64b4c1d592b8325139c8a5b3cca154fc6b0e90e2f75143b881242e850b91fd6333d91dbefa776ff0c3153d8742a502af7f5f7733e2
fs_5539211cc0b7044941b0c8021eb86d94,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/5539211cc0b7044941b0c8021eb86d94.wav,hey facebook please activate do not disturb for notifications,Hispanic,female,23 - 30,English,fairspeech,,
cv_common_voice_en_18546939,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18546939.mp3,There are more people increasingly using the internet.,,,,,commonvoice,,fb798ca6392000369133264ec0767c478f103c68e5ab63493b20fe0dc6679b5917048c6e541cd81e5f16379f77a130ac52402e6e866d3fd7801dd9366d1a10f9
fs_0bc1957cf1ad57aed8d88cf841a8fd79,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/0bc1957cf1ad57aed8d88cf841a8fd79.wav,hey facebook please continue to receive announcement,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18413255,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18413255.mp3,The Beta version will be released soon.,,male_masculine,thirties,,commonvoice,us,2c72ad6dc0a71d9a3df376dc238cac2be5b6687901a55532d954654470a24fa50c6ab5295d17aba544813232275e0a7ac480e1a279c7a165dae4c08515affcee
fs_22119c4b4faf9d4d8af94be6c176d782,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/22119c4b4faf9d4d8af94be6c176d782.wav,can you play rihanna's album now,Black/AA,male,31 - 45,English,fairspeech,,
fs_b6215985985c3ad8efd3d6f0c92b2e20,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/b6215985985c3ad8efd3d6f0c92b2e20.wav,hey facebook i'm available let me know my announcements right now,Hispanic,male,31 - 45,Spanish,fairspeech,,
fs_c1c8bf5e3d3832846f179e24e66c4c86,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/c1c8bf5e3d3832846f179e24e66c4c86.wav,would you like to go for coffee this week,White,female,46 - 65,English,fairspeech,,
fs_1ca47859cd9f82b1727cb0bdd9e563a1,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/1ca47859cd9f82b1727cb0bdd9e563a1.wav,send a text message to my graduation group,White,female,46 - 65,English,fairspeech,,
fs_67422184fd580df2351cbba02de38a72,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/67422184fd580df2351cbba02de38a72.wav,hey facebook hello best fries forever,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18521630,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18521630.mp3,Bus services in rural areas tend not to be very regular.,,male_masculine,thirties,,commonvoice,us,23c8b06952c735c2842b5cd4a3677c61ea78a52118e84b60c760402ee82e326c2b0302c536bfa6dcf73a2cbf7b7f6a95f3ec63887011eef79597841b65c013e7
fs_0df3c2795b0897bda4774c9b2a000419,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/0df3c2795b0897bda4774c9b2a000419.wav,hey facebook call my mom,Black/AA,male,31 - 45,English,fairspeech,,
fs_ec91a6132b9e6aa060a30f66c086818d,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/ec91a6132b9e6aa060a30f66c086818d.wav,hey facebook show battery usage,Native American,female,23 - 30,English,fairspeech,,
fs_fc185e0cdd0395ac0cfff781cefbbab3,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/fc185e0cdd0395ac0cfff781cefbbab3.wav,sounds good let's go to lunch at noon,White,female,18 - 22,English,fairspeech,,
cv_common_voice_en_18302342,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18302342.mp3,Who is the oldest person alive?,,male_masculine,twenties,,commonvoice,,07cb30aef102e0d5b46ec8e3be387366e1a179195f28217ddd1d88e837f1f9111e2eb4f09f50607fad055edf3f31622dc4dff98467dcceb0d9dde1836ff1f8dd
cv_common_voice_en_18472495,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18472495.mp3,"Life is very sad, isn't it?",,male_masculine,thirties,,commonvoice,canada,9dcb00f70b597dfc5eff07030a18bc4f21c90f113a4936a70c9a814b6ce6c0771e3534737fe1af29c399407061909b2e9bca6b3c2a610dfb99363fa5e34c21f5
cv_common_voice_en_1257,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_1257.mp3,It also made me a bit sad to realize how time-bound we are as human beings.,,,,,commonvoice,,6c8555997d5006544a4351bcbe4fd066783eda8246758fad45e60fb40fc4ec1ee24b3f632a26f95595102df9f4e4762cb9087ea005ddff3af6b2ac4c5237d8f2
cv_common_voice_en_18472511,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18472511.mp3,"One of us, I mean to say.",,male_masculine,thirties,,commonvoice,canada,9dcb00f70b597dfc5eff07030a18bc4f21c90f113a4936a70c9a814b6ce6c0771e3534737fe1af29c399407061909b2e9bca6b3c2a610dfb99363fa5e34c21f5
cv_common_voice_en_115152,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_115152.mp3,A woman with heavy makeup is standing next to a red light sign,,,,,commonvoice,,77b54351510c2e7a0d86f3537b006c78d24440b74c64e3c70c9c5ab8908f3254c950cb14c36de44ad8306c8109b169c2f8246ee7d7b6e0bc777b255481670a7a
cv_common_voice_en_17284849,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_17284849.mp3,Am Dienstag werden wir dann das Thema ägyptische Geschichte beginnen.,,male_masculine,twenties,,commonvoice,,5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd
fs_16089840525199d01646534718d3f086,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/16089840525199d01646534718d3f086.wav,hey guys do you guys know what you're going to wear for graduation day,Black/AA,female,31 - 45,English,fairspeech,,
cv_common_voice_en_18541331,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18541331.mp3,But he has never looked after them.,,male_masculine,twenties,,commonvoice,,1d43de7a1c3b2efe4047c304714535d4400e76be2f989e97d6ab3f5c86f10bc0e673c574496da92601888892c2a6e9da8523cbe96ff96fcb06a6fc015cc4a411
fs_9183bd523e290a6251bdf49539e1e8b2,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9183bd523e290a6251bdf49539e1e8b2.wav,which miley cyrus song has the most awards,Pacific Islander,female,23 - 30,English,fairspeech,,
cv_common_voice_en_18549627,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18549627.mp3,That he well deserved one - yes.,,female_feminine,thirties,,commonvoice,,81f6c6f90817a8f196da1843163f8aeebc92a3ab259c95b0fa8803dcab26b190ccc5ff9531baae3a70e4523c599892277801a3de49d96e30c62c48d1d71287fd
fs_aa8f0ea1c7d979fa8a4e8cbcfe7a727b,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/aa8f0ea1c7d979fa8a4e8cbcfe7a727b.wav,hey facebook please say goodbye,Hispanic,female,46 - 65,English,fairspeech,,
cv_common_voice_en_18554665,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18554665.mp3,What frequency is the radio channel on?,,male_masculine,twenties,,commonvoice,Austrian,4604958243bb7f523b42c0615e65631e4da6aa28f88489efb57a80701fd44648519841148e0e4b87382b207f2337c6e1a661093862f5a7b49e68d8610e9ae2a6
cv_common_voice_en_122937,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_122937.mp3,A woman in a burgundy apron is reaching over a table that has brightly colored chairs.,,male_masculine,teens,,commonvoice,us,29b1e5a58d1667d4ac45832ec195356598a69f66680877b0d5ee465ce2404c0186affc81ffe4a29df35203fc07a0fc5714c60d914a88aa36d7f84c94dc381d2f
cv_common_voice_en_18322879,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18322879.mp3,And after the bath a shave would not be bad.,,male_masculine,thirties,,commonvoice,us,7e8baf2b2ec807ff7b60f21858307b2b13f3127d4b0a962e2e2a3086461f92c56d644b427e7e8f88114d6f4719b277410bf508c1edd33f0a927933062c55c02c
cv_common_voice_en_17277788,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_17277788.mp3,We have an excess of squirrels.,,female_feminine,twenties,,commonvoice,"West Indies and Bermuda (Bahamas, Bermuda, Jamaica, Trinidad)",a0f36da3324f02c5faee3c456d09ed2853aa670a1dc15925851867b049ac4f862e697dbdfd8a836f7fbcafa71d57a7c02b93361f9348447ade51ef22d0b03a08
cv_common_voice_en_18581230,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18581230.mp3,"Anti-biotics have saved countless lives since inception, resistance must be avoided.",,female_feminine,fifties,,commonvoice,us,bdff3daed3861e640c0704309eb512bb7549855d90597fd221ebb1dfa9a2c4bb2f35709752b7b3b42dd77f00682ce93222c540711fcc2610f015cbab6de4efdc
cv_common_voice_en_18647562,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18647562.mp3,Her confession of it corroborated all her story.,,male_masculine,twenties,,commonvoice,us,b362aa7fa5407ee02c69bcee52ad3c6410a3a9f1b42be1da3a084aca8ce7d3cd13d5f1aa8e20277a70da9835b21b7d798ba70ee25de1039f5124748adf08ddb4
